,var_1,down_lmt_1,up_lmt_1,var_2,down_lmt_2,up_lmt_2,badnum,hitnum,badrate,badnum_acu,hit_num_acu,badrate_acu,recall_acu,coverate_acu,lift_acu
0,V12,-inf,-0.503,,,,2.0,123.0,0.016260162601626018,2.0,123.0,0.016260162601626018,1.0,0.123,8.130081300813009
