,var_1,down_lmt_1,up_lmt_1,var_2,down_lmt_2,up_lmt_2,badnum,hitnum,badrate,badnum_acu,hit_num_acu,badrate_acu,recall_acu,coverate_acu,lift_acu
0,V21,0.244,inf,,,,5.0,116.0,0.04310344827586207,5.0,116.0,0.04310344827586207,0.5,0.116,4.310344827586207
